,Team Name,Team Members,Team Competitions,Team Event,Team Contingent,Team Final Position
60,BC,"Kayla Munro, Jenna Buglioni, Anne Cherkowski, Jenn Gardiner, Rebecca Clarke, Katie Chan, Rachel Teslak, Sarah Paul, Lyndsy Acheson, Kate Klassen, Reece Hunt, Chanreet Kaur Bassi, Devyn Millwater, Sydney Neustaeter, Kiara Stecko, Megan Bouveur, Kate Reilly, Nina Jobst-Smith, Stefanie Wallace, Anna MacCara","Game 06, Game 16, Game 29, Game 10, Game 23, Bronze Medal Game (L29 v L30)",Hockey Female,British Columbia,Bronze
61,BC,"Patrina Hui, Jiayi Nie, Benita Zhou","Encounter 1A, Encounter 212, Encounter 3A, Gold Medal",Table Tennis Team Female,British Columbia,Gold
62,BC,"Jiayi Nie, Benita Zhou","Encounter 1A, Encounter 3A, Encounter 3A, Gold Medal",Table Tennis Doubles Female,British Columbia,Gold
63,BC,"Korin Gardner, Payton Harris, Anthony Bruce Henry, Maximus Joe, Ian Ryder, Finn Schroeder, Lochlan Gary Young","Match 05, Gold Medal Match, Match 07",Judo Team Competition Male,British Columbia,Silver
64,BC,"Jasmine Drolet, Rémi Drolet, Elizabeth Elliott, Tallon Noble",Race,Cross Country Skiing Relay Mix,British Columbia,Gold
65,BC,"Matt Bicknell, Sam Scivier, James Toth, Gabriel Yun","Encounter 004, Encounter 021, Encounter 029, Gold Medal, Encounter 017, Encounter 025, Encounter 102",Squash Team Competition Male,British Columbia,Silver
66,BC,"Patrina Hui, David Hong Lin","Encounter 1A, Encounter 211, Encounter 2A, Encounter 215",Table Tennis Doubles Mix,British Columbia,5
67,BC,,"Relay Heat 50A, Relay Final 52A",Speed Skating Short Track - Team Relay Female,British Columbia,Bronze
68,BC,"Maja Bonham, Jordyn Yendley","Routine 1, Final Routine, Routine 2",Gymnastics Trampoline - Synchro Female,British Columbia,9
69,Bear/Haubrich,"Shallen Bear, Marty Haubrich","Short Program, Free Program",Figure Skating Pairs Novice Mix,Saskatchewan,4
70,Bélanger/Kremer,"Gabrielle Bélanger, Lily Kremer",Match 67,Badminton Doubles Female,Yukon,17
71,Bernard/Hughes,"Michael Bernard, Emma Hughes","MATCH 84, MATCH 106, MATCH 99",Badminton Doubles Mix,Prince Edward Island,9
72,Black/Tu,"Trystan Black, Jon Tu","Match 62, Match 73",Badminton Doubles Male,Saskatchewan,9
73,Boucher/Head,"Kael Boucher, Amy Head",MATCH 88,Badminton Doubles Mix,New Brunswick,17
74,Boucher/Pare,"Kael Boucher, Fred Pare",Match 60,Badminton Doubles Male,New Brunswick,17
75,Brawley/Ripley,"Owen Brawley, Mackenzie Ripley","Short Program, Free Program",Figure Skating Pairs Novice Mix,Ontario,Bronze
76,Brennan/Chi,"Katherine Brennan, Sunnie Chi",Match 75,Badminton Doubles Female,Saskatchewan,9
77,Bristol/Carroll,"Ainsley Reese Bristol, Sydney Blue Carroll","Technical Routine, Free Routine, Technical Routine, Free Routine",Artistic Swimming Duet Female,Saskatchewan,4
78,Brown/Ding,"Paul Brown, Jeannette Ding","MATCH 90, MATCH 102",Badminton Doubles Mix,Manitoba,9
79,Brown/Ramnarace,"Paul Brown, Rylan Ramnarace",Match 63,Badminton Doubles Male,Manitoba,17
80,Carter/Kam,"Mathew Carter, Kiera Kam","Pattern Dance, Free Dance",Figure Skating Dance Novice Mix,British Columbia,Gold
81,Chan/Lai,"Rachel Chan, Victor Lai","MATCH 95, MATCH 107, QF 04",Badminton Doubles Mix,Ontario,5
82,Chan/Wang,"Emily Chan, Takeisha Wang","Match 67, QF 03, Match 80",Badminton Doubles Female,Alberta,5
83,Chaput/Danis,"Tamara Chaput, Lily Danis","Technical Routine, Free Routine, Technical Routine, Free Routine",Artistic Swimming Duet Female,Manitoba,6
84,Chen/Wang,"Yunzhi Chen, Desmond Wang","Match 73, SF 02, QF 03, Bronze Medal Match",Badminton Doubles Male,Alberta,4
85,Cheng/He,"Simon Cheng, Steven He","Match 60, Match 71",Badminton Doubles Male,British Columbia,9
86,Cheng/Li,"Kylie Cheng, Antonio Li","MATCH 96, MATCH 104",Badminton Doubles Mix,British Columbia,9
87,Cheng/Ngai,"Kylie Cheng, Katie Ngai","MATCH 87, MATCH 101",Badminton Doubles Mix,British Columbia,9
88,Cheng/Zhang,"Kylie Cheng, Wendy Zhang","Match 79, SF 01, QF 03, Gold Medal Match",Badminton Doubles Female,British Columbia,Gold
89,Cheung/Jia,"Jacqueline Cheung, Colin Jia","MATCH 88, QF 01, MATCH 101",Badminton Doubles Mix,Ontario,5
90,Cheung/Kwan,"Stephanie Cheung, Eyota Kwan","Match 66, QF 02, MATCH 78",Badminton Doubles Female,Alberta,5
91,Choi/Jia,"Darren Choi, Colin Jia",Match 64,Badminton Doubles Male,Ontario,9
92,Choi/Lai,"Catherine Choi, Jonathan Lai","MATCH 94, QF 03, Bronze Medal Match - Mixed Doubles, MATCH 103, SF2 Mixed Doubles",Badminton Doubles Mix,Ontario,4
93,Choi/Lai,"Catherine Choi, Crystal Lai","Match 76, SF 02, QF 02, Bronze Medal Match",Badminton Doubles Female,Ontario,Bronze
94,Choi/Laperriere,"Andrew Choi, Xavier Laperriere","Match 65, QF 04",Badminton Doubles Male,Quebec,5
95,Choi/Ruan,"Andrew Choi, Alyson Ruan",MATCH 95,Badminton Doubles Mix,Quebec,17
96,Collier/Willcott,"Dylan Collier, Jessica Willcott",MATCH 90,Badminton Doubles Mix,Newfoundland and Labrador,17
97,Cookie,Sappa Cookie,,Badminton Doubles Mix,Nunavut,
98,Couture/Verrelli,"Émile Couture, Victoria Verrelli","Pattern Dance, Free Dance",Figure Skating Dance Novice Mix,Quebec,4
99,Czarkowski/Hoffman,"Jaime Czarkowski, Teah Hoffmann","Technical Routine, Free Routine, Technical Routine, Free Routine",Artistic Swimming Duet Female,Alberta,Gold
100,DeRaj/Nichols,"Devika DeRaj, Kyi Nichols","MATCH 103, MATCH 93",Badminton Doubles Mix,Manitoba,9
101,Derenisky/Eberl,"Caidence Derenisky, Raine Eberl","Short Program, Free Program",Figure Skating Pairs Novice Mix,Saskatchewan,Silver
102,Dewar/Pilat,"Emmet Dewar, Jade Pilat","Short Program, Free Program",Figure Skating Pairs Pre-Novice Mix,Manitoba,4
103,Ding/Tantakoun,"Jeannette Ding, Tiffany Tantakoun","Match 68, Match 81",Badminton Doubles Female,Manitoba,9
104,Doherty/Streeter,"Grace Doherty, Anna Elizabeth Streeter","Technical Routine, Free Routine, Technical Routine, Free Routine",Artistic Swimming Duet Female,New Brunswick,14
105,Dolgova/Hargreaves,"Anna Dolgova, Bailey Hargreaves","Technical Routine, Free Routine, Technical Routine, Free Routine",Artistic Swimming Duet Female,Saskatchewan,12
106,Elliott/Munro,"Jailyn Elliott, Dawson Terance Munro","Pattern Dance, Free Dance",Figure Skating Dance Pre-Novice Mix,Nova Scotia,8
107,Embro/Millar,"Sydney Embro, Eric Millar","Pattern Dance, Free Dance",Figure Skating Dance Novice Mix,Ontario,Silver
108,Farand/Fournier,"Gabriel Farand, Jamie Fournier","Short Program, Free Program",Figure Skating Pairs Novice Mix,Quebec,Gold
109,Feng/Lai,"Stanley Feng, Crystal Lai","MATCH 91, QF 02, MATCH 105",Badminton Doubles Mix,Ontario,5
110,Ford/Hughes,"Hayden Ford, Emma Hughes",Match 66,Badminton Doubles Female,Prince Edward Island,17
111,Fox/Warren,"Emma Fox, Jade Warren","Technical Routine, Free Routine, Technical Routine, Free Routine",Artistic Swimming Duet Female,Ontario,10
112,Gambin/Steele,"Taylor Gambin, Hannah Amelia Steele",Match 82,Badminton Doubles Female,Newfoundland and Labrador,9
113,Gambin/Steele,"Blake Gambin, Hannah Amelia Steele",MATCH 86,Badminton Doubles Mix,Newfoundland and Labrador,17
114,Gambin/Young,"Taylor Gambin, Justin Young",MATCH 99,Badminton Doubles Mix,Newfoundland and Labrador,17
115,Gambin/Young,"Blake Gambin, Jake Young",Match 72,Badminton Doubles Male,Newfoundland and Labrador,9
116,Gauthier/Thieren,"Sandrine Gauthier, Quentin Thieren","Pattern Dance, Free Dance",Figure Skating Dance Pre-Novice Mix,Quebec,4
117,Gauthier/Veilleux,"Mikaëlle Gauthier, Audrey Veilleux","Technical Routine, Free Routine, Technical Routine, Free Routine",Artistic Swimming Duet Female,Quebec,Silver
118,Gauvin/Plante,"Shirine Gauvin, Raphaëlle Plante","Technical Routine, Free Routine, Technical Routine, Free Routine",Artistic Swimming Duet Female,Quebec,9
119,Giang/Yu,"Brendan Giang, Hailey Yu","Pattern Dance, Free Dance",Figure Skating Dance Pre-Novice Mix,British Columbia,Gold
120,Gillies/Kim,"Anna Gillies, Daniel Kim",MATCH 93,Badminton Doubles Mix,New Brunswick,17
121,Giraldeau/Goulet,"Charlotte Giraldeau, Eliott Goulet","Short Program, Free Program",Figure Skating Pairs Pre-Novice Mix,Quebec,Silver
122,Gover/Patriquin,"Sophia Gover, Daniel Patriquin","Pattern Dance, Free Dance",Figure Skating Dance Pre-Novice Mix,Ontario,5
123,Greenfield/Kruger,"Natalie Greenfield, Adora Kruger","Technical Routine, Free Routine, Technical Routine, Free Routine",Artistic Swimming Duet Female,Alberta,11
124,Guay/Nguyen,"Béatrice Guay, Anthony Nguyen","MATCH 83, MATCH 105",Badminton Doubles Mix,Quebec,9
125,He/Wong,"Steven He, Jenna Wong",MATCH 92,Badminton Doubles Mix,British Columbia,17
126,Iqaluq/Kavik,"Johnassie Iqaluq, Mike Kavik Kavik",Match 62,Badminton Doubles Male,Nunavut,17
127,Jerrett/Watkins,"Riley Alexander Jerrett, Brooklyn Sheila Marie Watkins","Pattern Dance, Free Dance",Figure Skating Dance Pre-Novice Mix,Newfoundland and Labrador,7
128,Kanyasi/White,"Miklos Kanyasi, Sam White",Match 74,Badminton Doubles Male,Nova Scotia,9
129,Kobler/Mezel,"Lukas Sebastian Kobler, Anton Menzel",Match 61,Badminton Doubles Male,Yukon,17
130,Kremer/Kremer,"Shayla Kremer, Tristan Kremer",MATCH 100,Badminton Doubles Mix,Yukon,17
131,Kudluarok/Akeeagok,"Derrick Akeeagok, Davidee Kudluarok",Match 70,Badminton Doubles Male,Nunavut,9
132,Kwan/Wang,"Eyota Kwan, Desmond Wang","MATCH 92, QF 03, MATCH 106",Badminton Doubles Mix,Alberta,5
133,Kyak/Nakashuk,"Shawna Kyak, Jane Nakashuk",Match 76,Badminton Doubles Female,Nunavut,9
134,Lai/Feng,"Stanley Feng, Jonathan Lai","Match 63, QF 04, Gold Medal Match, Match 74, SF 02",Badminton Doubles Male,Ontario,Silver
135,Lawther/McCallum,"Sam Lawther, Karla McCallum",Match 79,Badminton Doubles Female,Prince Edward Island,9
136,Leblanc/Ruan,"Camille Leblanc, Alyson Ruan","Match 75, SF 02, QF 01, Gold Medal Match",Badminton Doubles Female,Quebec,Silver
137,Lévesque-Morissette/Lévesque-Morissette,"James Lévesque-Morissette, Norah Lévesque-Morissette","Pattern Dance, Free Dance",Figure Skating Dance Pre-Novice Mix,Newfoundland and Labrador,6
138,Lu/Luo,"Kingsley Lu, Kevin Luo","Match 58, QF 03, Match 69",Badminton Doubles Male,British Columbia,5
139,Lu/Yee,"Kingsley Lu, Natalie Kassandra Yee",MATCH 89,Badminton Doubles Mix,British Columbia,17
140,MacDonald/Proctor,"Courtney Ann MacDonald, Eriq Proctor",MATCH 91,Badminton Doubles Mix,Nova Scotia,17
141,Martel/Chant,"Kobi Chant, Savanna Martel","Pattern Dance, Free Dance",Figure Skating Dance Pre-Novice Mix,Alberta,Bronze
142,Martin/Tu,"Emilie Aline Martin, Jon Tu",MATCH 84,Badminton Doubles Mix,Saskatchewan,33
143,Mason/Pothier,"Bryce Mason, Natalie Claire Pothier",MATCH 96,Badminton Doubles Mix,Nova Scotia,17
144,Mason/Proctor,"Bryce Mason, Eriq Proctor",Match 59,Badminton Doubles Male,Nova Scotia,17
145,MB,"Tamara Chaput, Carolyn Currie, Lily Danis, Kendi Dyck, Jorja Koziuk, Myra Landers, Maddy McLeod, Alyssa Medeiros, Laurie Preston, Maxine Yip","Technical Routine, Free Routine, Technical Routine, Free Routine",Artistic Swimming Team Female,Manitoba,6
146,MB,"Gordon Chow, Harrison Deng","Encounter 1B, Encounter 206, Encounter 3B, Encounter 1A",Table Tennis Doubles Male,Manitoba,8
147,MB,"Téo Roy, Spencer Lambert, Rylan Bileski, Matthew Wilton, Josh Brown, Bernard Rosello, Emma Isaacs, Beth Johnson, Thomas Thevenot","Game 03, Game 11, Game 22 (4A vs. 3B), Game 08, Game 18 (4B vs. 4A), Game 24 (5B vs. 4A)",Wheelchair Basketball Mix,Manitoba,7
148,MB,"Tyler Brennan, Colby Wotton, Trent Crane, Conor Geekie, Skyler Bruce, Cabrel LaBossière, Dawson Pasternak, Hunter Wallace, Grady Lane, Rory Neill, Hudson Thornton, Aidan Brook, Justin Lies, Jayden Catellier, Tayem Gislason, Roux Bazin, Cole Assailly, Carson Lambos, Conner Roulette, Eric Alarie","Game 04, Game 18, Game 32, Game 12, Game 27, 5th - 6th Position Game",Hockey Male,Manitoba,5
149,MB,"Olivia McCowan, Milica Oravec, Nicole Girardin, Alana Lesperance, Belle Paisley, Milanne Rondeau, Celeste McElroy, Jordyn Campbell, Caro Girardin, Kaylee Spearing, Brett Van Nieuw Amerongen, Josée Roy, Jenna Bazin, Taylor Hildebrand, Belle Groen, Alexsi Kavvadas, Kelsey Gillan, Jayme Dorsett","Game 01, Game 05, Game 23 (W21 vs. W19), Game 09, Game 19 (1st Pool A vs. 4th Pool B), Bronze Medal Game (L22 vs. L23)",Ringette Female,Manitoba,Bronze
150,MB,"Emily Czosnek, Sarah Ekosky, Ainslee Tolentino, Emily Rogowsky, Sam Ulrich, Rebecca Villa, Nina Zigic","Match 04, Match 09, Match 07",Judo Team Competition Female,Manitoba,5
151,MB,"Lévi Brunelle, Ian Mitchell, Mark Naylor, Lucas Smith",Race,Biathlon 3 x 7.5 km Relay Male,Manitoba,8
152,MB,"Stephanie Clarkson, Jordyn Crerar, Jordyn Galloway, Alexis Gillespie, O'keri Katjivari, Caitlyn Yip","Beam - 1, Uneven Bars - 1, Beam - 2, Uneven Bars - 2, Beam - 3, Uneven Bars - 3, Floor - 1, Vault - 1, Floor - 2, Vault - 2, Floor - 3, Vault - 3",Gymnastics Artistic - Team Event Female,Manitoba,6
153,MB,"Anna Liu, Nibusha Loganathan","Encounter 1B, Encounter 206, Encounter 2B, Encounter 202",Table Tennis Doubles Female,Manitoba,7
154,MB,"Zack Bilawka, Adam Flatt, Sean Flatt, Graham Loewen","Draw 1 - Sheet 11, Draw 3 - Sheet 07, Draw 5 - Sheet 05, Draw 9 - Sheet 06, Draw 11 - Sheet 04, Quarterfinals (4th vs. 5th) - Sheet 10, Bronze Medal Game - Sheet 07, Draw 2 - Sheet 09, Draw 4 - Sheet 03, Draw 7 - Sheet 11, Draw 10 - Sheet 02, Draw 12 - Sheet 08, Semi Finals (W 4 vs. 5) - Sheet 08",Curling Male,Manitoba,Bronze
155,MB,"Kadin Giebelhaus, Cleo Wermann-Thorn","Total of Round 1 and Round 2, Round 2, Round 1, Elimination 003",Archery Recurve - Team Mix,Manitoba,5
156,MB,"Mohyna DeRaj, Anne Hargraves, Dorothy Hargraves, Emily Hargraves","Encounter 010, Encounter 019, Encounter 026, Encounter 014, Encounter 022, Encounter 203",Squash Team Competition Female,Manitoba,9
157,MB,"Bryanne Lameg, Austin Taylor","Total of Round 1 and Round 2, Round 2, Elimination 102, Round 1, Elimination 004, Elimination 301 - Gold Medal",Archery Compound - Team Mix,Manitoba,Silver
158,MB,"Chloé Beauchesne, Kennedy Charles, Ashley Hannah, Alexa Scott",Finals,Speed Skating Long Track - Team Pursuit Female,Manitoba,4
159,MB,"Kostubh Agarwal, Alex Kirbyson, Bryce Kristjansson, Will Znidarec","Encounter 002, Encounter 014, Encounter 030, Encounter 201, Encounter 008, Encounter 022, Encounter 103",Squash Team Competition Male,Manitoba,5
160,MB,"Raina Gertley, Lauren Hawkins","Routine 1, Final Routine, Routine 2",Gymnastics Trampoline - Synchro Female,Manitoba,7
161,MB,"Owen Hack, Tyson Langelaar, AJ Seddon, Joel Simpson",Finals,Speed Skating Long Track - Team Pursuit Male,Manitoba,5
162,MB,"Adam Buchwald, Magnus Ellis, Jake Hannah, Ryan Kulbacki, Hunter Ullett","Relay Heat 51B, Relay Final 53C",Speed Skating Short Track - Team Relay Male,Manitoba,9
163,MB,"Julianna Thomson, Kate Gregoire, Kylie Lesuk, Makenzie McCallum, McKiya Mazur, Olivia Cvar, Paige Hubbard, Paige McArthur, Rorie Ringor, Sarah Dennehy, Taylor Coward, Alex McArthur, Camille Enns, Raygan Kirk, Kaila Powell, Kennesha Miswaggon, Rachel O'Toole, Rebecca Thiessen, Danica Namaka, Karine Sandilands","Game 02, Game 15, Game 25, Game 11, Game 21, 5th - 6th Position Game (W25 v W26)",Hockey Female,Manitoba,5
164,MB,"Gordon Chow, Harrison Deng, Jeremy Tran","Encounter 1B, Encounter 3, Bronze Medal, Encounter 3B, Encounter 212",Table Tennis Team Male,Manitoba,4
165,MB,"Akira Cormier, Mac Neumann",,Gymnastics Artistic - Team Event Male,Manitoba,
166,MB,"Alexisse Bérard, Kaylee Dean, Emma Mitchell, Meaghan Smith",Race,Biathlon 3 x 6 km Relay Female,Manitoba,6
167,MB,"Tyler Champagne, Raina Gertley, Lauren Hawkins, Isaiah Klassen","Female Routine, Male Routine",Gymnastics Trampoline - Team Mix,Manitoba,8
168,MB,"Hayley Bergman, Payton Bergman, Cheyenne Ehnes, Anastasia Ginters","Draw 1 - Sheet 10, Draw 3 - Sheet 06, Draw 5 - Sheet 04, Draw 9 - Sheet 07, Draw 11 - Sheet 05, Semifinals (W 3 vs. 6) - Sheet 07, Draw 2 - Sheet 08, Draw 4 - Sheet 02, Draw 6 - Sheet 03, Draw 10 - Sheet 03, Draw 12 - Sheet 09, Gold Medal Game - Sheet 10",Curling Female,Manitoba,Silver
169,MB,"Jeremy Tran, Carol-Jean Wong","Encounter 2B, Encounter 210, Bronze Medal, Encounter 3B, Encounter 213",Table Tennis Doubles Mix,Manitoba,4
170,MB,"Anna Liu, Nibusha Loganathan, Carol-Jean Wong","Encounter 2B, Encounter 204, Encounter 3B, Encounter 211",Table Tennis Team Female,Manitoba,7
171,MB,"Tyler Champagne, Isaiah Klassen","Routine 1, Final Routine, Routine 2",Gymnastics Trampoline - Synchro Male,Manitoba,Silver
172,MB,"Michael Akbashev, Kadin Christ-Bonnell, Kelden Christ - Bonnell, Justin Ekosky, Ijob Hamraev, Ariel Mesongnik, Dylan Tully","Match 04, Match 11, Match 09",Judo Team Competition Male,Manitoba,5
173,MB,"Jordan Campbell, Elliot Ganas, Danica Grierson, Emma Roche, Robyn Salie","Relay Heat 50A, Relay Final 52B",Speed Skating Short Track - Team Relay Female,Manitoba,7
174,MB,"Paul Brown, Devika DeRaj, Jeannette Ding, Kyi Nichols, Arnish Patel, Rylan Ramnarace, Ghajaa Senthilkumaran, Emalia Sinclair, Tiffany Tantakoun, Félix Tessier","Tie 01, Tie 19 (B2 v. A3), Team Competition - 5th, Tie 06, Tie 23 (L16 vs. L19)",Badminton Team Competition Mix,Manitoba,5
175,MB-A,"Conor McGovern, Imogen Nadlersmith, Levi Nadlersmith, Casey Nelson",Race,Cross Country Skiing Relay Mix,Manitoba,11
176,MB-B,"Taschi Klaschka, Emma Malkoske, Aaron Warkentine, Tessa Warkentine",Race,Cross Country Skiing Relay Mix,Manitoba,14
177,McQuilkin/Portz,"Isabel McQuilkin, Jake Portz","Pattern Dance, Free Dance",Figure Skating Dance Novice Mix,Alberta,Bronze
178,Medeiros/Yip,"Alyssa Medeiros, Maxine Yip","Technical Routine, Free Routine, Technical Routine, Free Routine",Artistic Swimming Duet Female,Manitoba,15
179,Mocanu/Nguyen,"Alexandra Mocanu, Nicolas Nguyen","MATCH 85, MATCH 98, SF1 Mixed Doubles, MATCH 108, QF 01, Bronze Medal Match - Mixed Doubles",Badminton Doubles Mix,Quebec,Bronze
180,Mocanu/Zhang,"Alexandra Mocanu, Eliana Ruobing Zhang","Match 81, SF 01, QF 04, Bronze Medal Match",Badminton Doubles Female,Quebec,4
181,Morneau/Nguyen,"Mathieu Morneau, Nicolas Nguyen","Match 64, SF 01, QF 01, Bronze Medal Match",Badminton Doubles Male,Quebec,Bronze
182,Morrissey/Tang,"Jaryd Morrissey, James Tang",Match 69,Badminton Doubles Male,New Brunswick,9
183,Morrisson/Murdoch,"Elisabeth Morrison, Olivia Margaret Murdoch","Technical Routine, Free Routine, Technical Routine, Free Routine",Artistic Swimming Duet Female,New Brunswick,7
184,NB,"Westley Johnston, Logan Aalders, Sean Michael Wilson, Jake Fudge, Alexandre Hayward, Wyatt Maskill, Brandon Gillis, Danielle Caroline DuPlessis, Marc Cyr, Mallory Smith, Austin MacLellan, Max Arsenault","Game 04, Game 11, Bronze Medal Match (L19 vs. L20), Game 06, Game 20 (1B vs. 2A)",Wheelchair Basketball Mix,New Brunswick,4
185,NB,"Luc Arseneau Chiasson, Aliqa Mara Piers","Total of Round 1 and Round 2, Round 2, Round 1, Elimination 004",Archery Recurve - Team Mix,New Brunswick,7
186,NB,"Sydney Arseneault, Kael Boucher, Anna Gillies, Amy Head, Daniel Kim, Jaryd Morrissey, Fred Pare, Samantha Marie Rogers, Sophie Skinner, James Tang","Tie 02, Tie 16 (A1 v. B3), Team Competition - 7th, Tie 08, Tie 23 (L16 vs. L19)",Badminton Team Competition Mix,New Brunswick,7
187,NB,"Shaylin McFarlane, Marie-Eve LaPlante, Tiah Scichilone, Catherine Foulem, Arianne Roy, Emma Bishop, Janelle Bastarache, Kaleigh Robertson, Stephanie Leger, Mireille Martin, Katie Cameron, Catriona Cormier, Annick Boudreau, Dominique Cormier, Émy Maude Chiasson, Shani Rossignol, Olivia Eustace, Erica Plourde, Valérie Haché, Clody Lisanne Chiasson","Game 04, Game 15, Game 23, 7th - 8th Position Game (L25 v L26), Game 09, Game 19, Game 25",Hockey Female,New Brunswick,7
188,NB,"Noah Boucher, Sébastien LeBlanc, Éric Melanson, Dylan Wade","Encounter 013, Encounter 023, Encounter 034, Encounter 202, Encounter 017, Encounter 027, Encounter 104",Squash Team Competition Male,New Brunswick,8
189,NB,"Felix Cote, François Leclair, Jeremy Leigh, Collin Niles",Race,Biathlon 3 x 7.5 km Relay Male,New Brunswick,7
190,NB,"Evie Claire Astle, Shea-Lynne Blanchard, Alexa Feifer, Anna Rust, Sydney Stevens","Beam - 1, Uneven Bars - 1, Beam - 2, Uneven Bars - 2, Beam - 3, Uneven Bars - 3, Floor - 1, Vault - 1, Floor - 2, Vault - 2, Floor - 3, Vault - 3",Gymnastics Artistic - Team Event Female,New Brunswick,9
191,NB,"Anthony Cormier Losier, Colton Gough, Tyler MaGee, Conor Murray, Sam Myers","Relay Heat 51A, Relay Final 53A",Speed Skating Short Track - Team Relay Male,New Brunswick,Bronze
192,NB,"Leila Cartier, Emma LeBlanc, Grayson Miller, Lucy Wolfe",Finals,Speed Skating Long Track - Team Pursuit Female,New Brunswick,7
193,NB,"Evan Edwards, Andrew Polegato","Female Routine, Male Routine",Gymnastics Trampoline - Team Mix,New Brunswick,6
194,NB,,"Routine 1, Final Routine, Routine 2",Gymnastics Trampoline - Synchro Male,New Brunswick,8
195,NB,"Julia Arnason, Landen Bradley, Megan Marie Davidson, Grace Doherty, Emily Johnstone, Sydney Hope MacEachern, Elisabeth Morrison, Olivia Margaret Murdoch, Anna Elizabeth Streeter, Kate Weldon","Technical Routine, Free Routine, Technical Routine, Free Routine",Artistic Swimming Team Female,New Brunswick,7
196,NB,"Julia Cook, Jael Richard, Samantha Stordy, Joelle Wade","Encounter 002, Encounter 017, Encounter 105, Encounter 012, Encounter 024",Squash Team Competition Female,New Brunswick,11
197,NB,"Megan Katherine Costain, Emily Czerwinski, Lauren Martin, Emma Septon",Race,Biathlon 3 x 6 km Relay Female,New Brunswick,9
198,NB,"Pierre-Vincent Guignard, Carter McCluskey, Drew Elliott, Cole Huckins, Eli Jacob Barnett, Evan Nause, Dominic Edgar LeBlanc, Charlie Jackson, Cole Warren Fraser, Keegan Hunt, Nicholas Alexandre Sheehan, Jonathan Desrosiers, MacLaren Dick, Jack Dickie, Peter Nicholas Reynolds, Yanic Duplessis, Joshua Nadeau, David Francis Doucet, Alexis Daniel, Alex Cormier","Game 03, Game 17, Game 30, 7th - 8th Position Game, Game 11, Game 23, Game 32",Hockey Male,New Brunswick,8
199,NB,"Vanessa Caouette, Destiny Hayes, Keeley Hussey, Brandi Danielle Lingley, Claudie Marchand, Rebecca Ouellette, Mahée Savoie","Match 03, Match 07",Judo Team Competition Female,New Brunswick,7
200,NB,Evan Edwards,"Routine 1, Final Routine, Routine 2",Gymnastics Trampoline - Synchro Female,New Brunswick,4
201,NB,"Rajan Dalrymple, Alex Peasley, Boo Porter, Logan David Pugsley","Draw 1 - Sheet 09, Draw 3 - Sheet 03, Draw 7 - Sheet 11, Draw 9 - Sheet 02, Draw 11 - Sheet 08, Quarterfinals (3rd vs. 6th) - Sheet 08, Draw 2 - Sheet 07, Draw 4 - Sheet 05, Draw 8 - Sheet 04, Draw 10 - Sheet 06, Draw 12 - Sheet 10",Curling Male,New Brunswick,6
202,NB,"Rachel Lindsey Brewer, Erica Cluff, Ashley Cormier, Deanna MacDonald","Draw 1 - Sheet 08, Draw 3 - Sheet 02, Draw 6 - Sheet 03, Draw 9 - Sheet 03, Draw 11 - Sheet 09, Quarterfinals (3rd vs. 6th) - Sheet 11, Bronze Medal Game - Sheet 08, Draw 2 - Sheet 06, Draw 4 - Sheet 04, Draw 8 - Sheet 05, Draw 10 - Sheet 07, Draw 12 - Sheet 11, Semifinals (W 3 vs. 6) - Sheet 07",Curling Female,New Brunswick,4
203,NB,"Emily Kay, Hannah MacNeil, Claire Oliver, Alyssa Erin Rusk, Angela Xu","Relay Heat 50B, Relay Final 52B",Speed Skating Short Track - Team Relay Female,New Brunswick,5
204,NB,"John Dow, Emily Gorman","Total of Round 1 and Round 2, Round 2, Round 1",Archery Compound - Team Mix,New Brunswick,10
205,NB,"Loïc Cassista, Tylor Collin, Brandon Hanson, Samuel McGraw, Samuel Nadeau, Chris Poitras, Marcus Jeremy Wheaton","Match 05, Match 09, Match 08",Judo Team Competition Male,New Brunswick,7
206,NB,"Riley Adams, John Crawford, Remy Martin, Scott Verschoor",Finals,Speed Skating Long Track - Team Pursuit Male,New Brunswick,8
207,NB,"Arianne Hébert, Amy Green, Mélodie Saulnier, Monica Ozita Collette, Alexane Dupuis, Madisson Gaudet, Janika Ouellet, Cloe LeBlanc, Anik Niles, Kate Lauren Beers, Maddie Paris, Denika Diotte, Amélie Duguay, Jésika Savoie, Britney Snowdon, Frances Winters, Megan Charline Williston, Thalie Degrace","Game 01, Game 07, Game 24 (L20 vs. L18), Game 11, Game 20 (2nd Pool A vs. 3rd Pool B), 5th - 6th Position Game (W24 vs. W25)",Ringette Female,New Brunswick,5
208,NB,"Antoine Gérald Gautreau, Thomas Gilles Gautreau, Cameron MacMaster, Benjamin Talbot, Patrick Talbot","Floor - A, P Bars - A, Rings - A, Floor - B, P Bars - B, Rings - B, H Bar - A, Pommel Horse - A, Vault - A, H Bar - B, Pommel Horse - B, Vault - B",Gymnastics Artistic - Team Event Male,New Brunswick,6
209,NB-A,"Ariane Austin, Olivier Jacob Godin, Anika Leigh, Jeremy Leigh",Race,Cross Country Skiing Relay Mix,New Brunswick,15
210,NB-B,"Gabrielle Côté, Chloé Duchesne, Jeffrey Labrecque, Vincent Leclair",,Cross Country Skiing Relay Mix,New Brunswick,
