,Team Name,Team Members,Team Competitions,Team Event,Team Contingent,Team Final Position
211,Newman/Pothier,"Sarah Anne Alice Newman, Natalie Claire Pothier",Match 68,Badminton Doubles Female,Nova Scotia,17
212,Newman/White,"Sarah Anne Alice Newman, Sam White",MATCH 94,Badminton Doubles Mix,Nova Scotia,17
213,Ngai/Wong,"Katie Ngai, Jenna Wong","Match 77, QF 01",Badminton Doubles Female,British Columbia,5
214,Nichols/Tessier,"Kyi Nichols, Félix Tessier","Match 61, QF 02, Match 72",Badminton Doubles Male,Manitoba,5
215,NL,"Michael James Drover, Tyler Gosse, John Hiscock, Spencer Hiscock, Nicholas Qiu","Floor - A, P Bars - A, Rings - A, Floor - B, P Bars - B, Rings - B, H Bar - A, Pommel Horse - A, Vault - A, H Bar - B, Pommel Horse - B, Vault - B",Gymnastics Artistic - Team Event Male,Newfoundland and Labrador,8
216,NL,"Tyler Green, Ty Winsor","Encounter 2C, Encounter 201, Encounter 208, Encounter 3C, Encounter 204",Table Tennis Doubles Male,Newfoundland and Labrador,9
217,NL,"Gemma Andersen, Jill Baker, Maria Baker, Emma Beach, Teghan Byrne, Kate Fitzgerald, Kaitlan Lewis, Gabriella Sophia Mate, Caroline Ryan","Technical Routine, Free Routine, Technical Routine, Free Routine",Artistic Swimming Team Female,Newfoundland and Labrador,9
218,NL,"Sam Follett, Nathan Locke, Ben Stringer, Nathan Young","Draw 1 - Sheet 11, Draw 3 - Sheet 03, Draw 6 - Sheet 07, Draw 8 - Sheet 08, Draw 11 - Sheet 06, Quarterfinals (3rd vs. 6th) - Sheet 08, Bronze Medal Game - Sheet 07, Draw 2 - Sheet 05, Draw 4 - Sheet 09, Draw 7 - Sheet 05, Draw 10 - Sheet 10, Draw 12 - Sheet 02, Semi Finals (W3 vs. 6) - Sheet 10",Curling Male,Newfoundland and Labrador,4
219,NL,,"Routine 1, Final Routine, Routine 2",Gymnastics Trampoline - Synchro Male,Newfoundland and Labrador,5
220,NL,,,Judo Team Competition Male,Newfoundland and Labrador,
221,NL,"Michael Hiscock, Sarah Warren","Encounter 2C, Encounter 205, Encounter 212, Encounter 3C, Encounter 207",Table Tennis Doubles Mix,Newfoundland and Labrador,8
222,NL,"Dylan Collier, Blake Gambin, Taylor Gambin, Heidi Catherine Simpson, Hannah Amelia Steele, Jessica Willcott, Jake Young, Justin Young","Tie 07, Team Competition - 9th-12th (2), Tie 12, Team Competition - 11th",Badminton Team Competition Mix,Newfoundland and Labrador,12
223,NL,,,Speed Skating Short Track - Team Relay Male,Newfoundland and Labrador,
224,NL,"Agatha Howells, Ashley Stringer, Sophie Tulk, Morgan Brooke White","Encounter 002, Encounter 013, Encounter 104, Encounter 011, Encounter 023, Encounter 202",Squash Team Competition Female,Newfoundland and Labrador,8
225,NL,"Laura Callahan, Karlee Warren, Sarah Warren","Encounter 2C, Encounter 202, Encounter 205, Encounter 3C, Encounter 204, Encounter E_PLC5/6",Table Tennis Team Female,Newfoundland and Labrador,6
226,NL,"Andrew Meaney, John Peyton, Joel Stroud, Hunter Chad White","Encounter 011, Encounter 019, Encounter 034, Encounter 204, Encounter 015, Encounter 029, Encounter 105",Squash Team Competition Male,Newfoundland and Labrador,11
227,NL,,,Speed Skating Short Track - Team Relay Female,Newfoundland and Labrador,
228,NL,"William Dyke, Nathan Carter, Jack Connors, Zach Dean, Ryan Greene, Brett Hudson, Patrick Hurley, Brady Mitchelmore, Chase Wellon, Will Williams, Jordan Winter, James Clarke, Dawson Crane, Evan Martin, Ben James, Drew Locke, Liam Neil Marshall, Conor Shortall, Vijay Sahajpal, Kobe Burt","Game 01, Game 15, Game 23, 9th - 10th Position Game, Game 13, Game 20, Game 26",Hockey Male,Newfoundland and Labrador,10
229,NL,"Rachel Dean, Mackenzie Cahill, Brooklyn Childs, Jenna Dooley, Emily Hawco, Kendra John, Abby Newhook, Kathy Senior, Grace Smith, Shailynn Snow, Izzy Weist, Anna Barrington, Shae-Lynn Clarke, Kaylee Chelise Hurley, Carmen Sydney Elliott, Kailey Genge, Brooke Lannon, Brittany Pieroway, Jenny Bessey, Jennifer Nicole Bidgood","Game 01, Game 13, 9th - 10th Position Game, Game 07, Game 28",Hockey Female,Newfoundland and Labrador,10
230,NL,"Jesse M. Byrne, Lucas Daniel Hann, Samuel Parsons",Race,Biathlon 3 x 7.5 km Relay Male,Newfoundland and Labrador,10
231,NL,"Sarah McNeil Lamswood, Mackenzie Alyssa Mitchell, Mikayla Mary O’Reilly, Ainsleigh Catherine Piercey","Draw 1 - Sheet 10, Draw 3 - Sheet 02, Draw 6 - Sheet 06, Draw 8 - Sheet 09, Draw 11 - Sheet 07, Draw 2 - Sheet 04, Draw 4 - Sheet 08, Draw 7 - Sheet 04, Draw 10 - Sheet 11, Draw 12 - Sheet 03",Curling Female,Newfoundland and Labrador,9
232,NL,,,Judo Team Competition Female,Newfoundland and Labrador,
233,NL,"Gleb Evstigneev, Willow Rachel King, Allison Moore, Joshua Skinner","Female Routine, Male Routine",Gymnastics Trampoline - Team Mix,Newfoundland and Labrador,7
234,NL,"Laura Callahan, Karlee Warren","Encounter 2C, Encounter 201, Encounter 202, Encounter 3C, Encounter 205",Table Tennis Doubles Female,Newfoundland and Labrador,8
235,NL,"Tyler Green, Michael Hiscock, Ty Winsor","Encounter 2C, Encounter 203, Encounter 211, Encounter 3C, Encounter 205",Table Tennis Team Male,Newfoundland and Labrador,8
236,NL,,"Routine 1, Final Routine, Routine 2",Gymnastics Trampoline - Synchro Female,Newfoundland and Labrador,5
237,NL,"Rebecca Margaret Greene, Nicholas Arnold, Gavin Baggs, Stephanie Evans, Alex Wells, Nick Power, Jarrod Rodney Griffiths, Cassandra McGrath, Alex Kennedy, Jeremy Jones, Danielle Arbour","Game 02, Game 12, Game 18 (4B vs. 4A), Game 07, Game 16, Game 23 (3A vs. 4B)",Wheelchair Basketball Mix,Newfoundland and Labrador,8
238,NL,"Claire St. Croix, Katie Thistle",,Biathlon 3 x 6 km Relay Female,Newfoundland and Labrador,
239,NL,"Jillian Hutchings, Lauren Mills, Sarah Pace, Nadia Simpson, Megan Skinner, Jane Young","Beam - 1, Uneven Bars - 1, Beam - 2, Uneven Bars - 2, Beam - 3, Uneven Bars - 3, Floor - 1, Vault - 1, Floor - 2, Vault - 2, Floor - 3, Vault - 3",Gymnastics Artistic - Team Event Female,Newfoundland and Labrador,7
240,NL-A,"Jillian Hilary Coates, Chloe Dianne Reid, Abrham Rodgers, Hugh Warkentin",Race,Cross Country Skiing Relay Mix,Newfoundland and Labrador,13
241,NL-B,"Skyler May, Jamie Merrigan, Ella Ruth Tucker, Clare Youden",Race,Cross Country Skiing Relay Mix,Newfoundland and Labrador,16
242,NS,"Fiona Killarney McClure, Maggie McClure, Ogen Newcomb, Colin Ward",Race,Cross Country Skiing Relay Mix,Nova Scotia,10
243,NS,"Chris Churchill, Aden Kavanaugh, Kieran Scott Mackintosh, Ethan Young","Draw 1 - Sheet 09, Draw 3 - Sheet 05, Draw 5 - Sheet 11, Draw 8 - Sheet 06, Draw 11 - Sheet 04, Draw 2 - Sheet 03, Draw 4 - Sheet 07, Draw 7 - Sheet 09, Draw 9 - Sheet 10, Draw 12 - Sheet 02",Curling Male,Nova Scotia,7
244,NS,"Kolby Boutilier, Ashley Lynn Hamel","Total of Round 1 and Round 2, Round 2, Round 1",Archery Compound - Team Mix,Nova Scotia,9
245,NS,,,Biathlon 3 x 7.5 km Relay Male,Nova Scotia,
246,NS,,,Archery Recurve - Team Mix,Nova Scotia,
247,NS,"Elizabeth Evelyn C Welsh, Meredith Tulloch, Taylor Gray, Emma Simpson, Martha Avery, Amanda Parnell, Robyn Meredith, Kiersten Walker, Kylee Mansfield, Lindsay Norrie, Jordan Awalt, Grace MacKenzie, Emma Kelly, Emma Miller, Anna MacKenzie, Breanna Helen Marion Curren, Bethany Victoria Etsell, Catherine Landry","Game 03, Game 07, Game 25 (L21 vs. L19), Game 09, Game 21 (3rd Pool A vs. 2nd Pool B), 5th - 6th Position Game (W24 vs. W25)",Ringette Female,Nova Scotia,6
248,NS,,"Encounter 1B, Encounter 207, Encounter 215, Encounter 2B, Encounter 210",Table Tennis Doubles Mix,Nova Scotia,6
249,NS,"Cassidy Currie, Cate Fitzgerald, Cally Moore, Taylour Stevens","Draw 1 - Sheet 08, Draw 3 - Sheet 04, Draw 6 - Sheet 11, Draw 8 - Sheet 07, Draw 11 - Sheet 05, Quarterfinals (4th vs. 5th) - Sheet 07, Bronze Medal Game - Sheet 08, Draw 2 - Sheet 02, Draw 4 - Sheet 06, Draw 7 - Sheet 08, Draw 9 - Sheet 11, Draw 12 - Sheet 03, Semifinals (W 4 vs. 5) - Sheet 11",Curling Female,Nova Scotia,Bronze
250,NS,,"Encounter 1B, Encounter 205, Encounter 400, Encounter 2B, Encounter 210",Table Tennis Doubles Male,Nova Scotia,6
251,NS,"Vanessa Lynn Mae Stephens, Benjamin Power, Jack Corbett Sampson, Kendra Lynn Mclellan, Jordan Murray Allan Stephens, Kayla MacKinnon, Jason Drost, Liam Daniel Murray, Matthew James Hedley Budgell, Dee Osmond, Justin Stephens, Julia MacKinnon","Game 01, Game 13, Game 21 (3A vs. 5B), Game 09, Game 16, Game 24 (5B vs. 4A)",Wheelchair Basketball Mix,Nova Scotia,9
252,NS,,Finals,Speed Skating Long Track - Team Pursuit Male,Nova Scotia,6
253,NS,"Sam Gallant, Douglas Kosciukiewicz, Orlando Ramirez, Emmett Workman","Encounter 003, Encounter 013, Encounter 031, Encounter 202, Encounter 011, Encounter 025, Encounter 103",Squash Team Competition Male,Nova Scotia,7
254,NS,,"Routine 1, Final Routine, Routine 2",Gymnastics Trampoline - Synchro Male,Nova Scotia,7
255,NS,,Race,Biathlon 3 x 6 km Relay Female,Nova Scotia,8
256,NS,,"Floor - A, P Bars - A, Rings - A, Floor - B, P Bars - B, Rings - B, H Bar - A, Pommel Horse - A, Vault - A, H Bar - B, Pommel Horse - B, Vault - B",Gymnastics Artistic - Team Event Male,Nova Scotia,Bronze
257,NS,"Miklos Kanyasi, Courtney Ann MacDonald, Bryce Mason, Sarah Anne Alice Newman, Dana Marie Pothier, Natalie Claire Pothier, Eriq Proctor, Lareina Shen, Rory White, Sam White","Tie 03, Tie 17 (C1 v. B1), Team Competition - 5th, Tie 12, Tie 24 (L17 vs. L18)",Badminton Team Competition Mix,Nova Scotia,6
258,NS,,"Relay Heat 51C, Relay Final 53C",Speed Skating Short Track - Team Relay Male,Nova Scotia,10
259,NS,,,Judo Team Competition Male,Nova Scotia,
260,NS,"MADISON BECK, Jillian Duggan, Avi Adam, Nicole MacNeil, Maggy Burbidge, Ashlyn Garnett, Kyla Jordon Bent, Mallory Thornhill, Kara Stephanie MacLean, lindsey smith, Landyn Jaymes Pitts, Tiffany Hill, Deanna Fraser, Ella Catherine MacLean, Maddie Gray, Ellen Laurence, Maddy Walsh, Aimee O'Neill, Ashley Penney, Erin Denny","Game 05, Game 16, Game 24, 7th - 8th Position Game (L25 v L26), Game 12, Game 20, Game 26",Hockey Female,Nova Scotia,8
261,NS,,"Routine 1, Final Routine, Routine 2",Gymnastics Trampoline - Synchro Female,Nova Scotia,Silver
262,NS,"Jumana Abouelela, Rawan Abouelela, Ella Susan Brown, Madeleine Alexandra Khan","Encounter 003, Encounter 014, Encounter 028, Encounter 201, Encounter 009, Encounter 021, Encounter 104",Squash Team Competition Female,Nova Scotia,6
263,NS,"Imogen Brander-McMullen, Kate Cordeau, Nicole Dion, Alexandra MC Hernandez, Callie Macdonald, Libby MacLeod, April Anne Ozere, Kaia Noni Regan, Sarah Regan, Victoria Katherine Smith","Technical Routine, Free Routine, Technical Routine, Free Routine",Artistic Swimming Team Female,Nova Scotia,8
264,NS,,,Speed Skating Short Track - Team Relay Female,Nova Scotia,
265,NS,,"Female Routine, Male Routine",Gymnastics Trampoline - Team Mix,Nova Scotia,4
266,NS,"Liam Caron, Davis Michael Dauphinee, Ben Robertson","Encounter 1B, Encounter 205, Encounter E_PLC5/6, Encounter 2B, Encounter 3",Table Tennis Team Male,Nova Scotia,6
267,NS,"Luke Vardy, Connor Trenholm, RILEY KIDNEY, Oscar Plandowski, Colin Ervin Parker, Cam Whynot, Sam Archibald, Joey Merriam, mike sack, Matt MacDonald, Griffin James Peers, Cole Foston, Alex Ross, Cam MacDonald, Kenzie Walker MacPhail, Jake Goobie, Davis Ross Cooper, Zach Welsh, Tanner Greatorex, JACOB MELANSON","Game 05, Game 17, Game 35, Game 09, Game 28, 5th - 6th Position Game",Hockey Male,Nova Scotia,6
268,NS,,,Speed Skating Long Track - Team Pursuit Female,Nova Scotia,
269,NS,,,Judo Team Competition Female,Nova Scotia,
270,NS,,"Encounter 2B, Encounter 205, Encounter 400, Encounter 3B, Encounter 209",Table Tennis Doubles Female,Nova Scotia,6
271,NS,"Maddy Hayes, Kelsa Sibley, Carmen VanWychen","Encounter 1C, Encounter 203, Encounter 211, Encounter 3C, Encounter 206",Table Tennis Team Female,Nova Scotia,8
272,NS,,"Beam - 1, Uneven Bars - 1, Beam - 2, Uneven Bars - 2, Beam - 3, Uneven Bars - 3, Floor - 1, Vault - 1, Floor - 2, Vault - 2, Floor - 3, Vault - 3",Gymnastics Artistic - Team Event Female,Nova Scotia,8
273,NT,"Caleb Brake, Sawer Kaeser, Tristan MacPherson, Garret Minute","Draw 1 - Sheet 05, Draw 3 - Sheet 11, Draw 5 - Sheet 03, Draw 8 - Sheet 08, Draw 10 - Sheet 04, Draw 2 - Sheet 09, Draw 4 - Sheet 07, Draw 7 - Sheet 07, Draw 9 - Sheet 02, Draw 11 - Sheet 10",Curling Male,Northwest Territories,11
274,NT,,,Gymnastics Artistic - Team Event Male,Northwest Territories,
275,NT,"Tyanna Bain, Mataya Gillis, Pearl Gillis, Adrianna Hendrick","Draw 1 - Sheet 04, Draw 3 - Sheet 10, Draw 5 - Sheet 02, Draw 8 - Sheet 09, Draw 10 - Sheet 05, Draw 2 - Sheet 08, Draw 4 - Sheet 06, Draw 7 - Sheet 06, Draw 9 - Sheet 03, Draw 11 - Sheet 11",Curling Female,Northwest Territories,11
276,NT,"Nathan Cluff, Stephen Messier, Ethan Milkowski, Colton Robertson","Encounter 003, Encounter 019, Encounter 027, Encounter 203, Encounter 010, Encounter 021, Encounter 106",Squash Team Competition Male,Northwest Territories,10
277,NT,,,Biathlon 3 x 7.5 km Relay Male,Northwest Territories,
278,NT,,,Gymnastics Trampoline - Synchro Female,Northwest Territories,
279,NT,"Shannan Bonnetrouge, Gracie Brennan, Monika Kunderlik","Encounter 1C, Encounter 201, Encounter 210, Encounter 2C, Encounter 203",Table Tennis Team Female,Northwest Territories,10
280,NT,,,Judo Team Competition Female,Northwest Territories,
281,NT,"Shannan Bonnetrouge, Monika Kunderlik","Encounter 1C, Encounter 203, Encounter 207, Encounter 2C, Encounter 204",Table Tennis Doubles Female,Northwest Territories,10
282,NT,,,Speed Skating Short Track - Team Relay Female,Northwest Territories,
283,NT,"India Edwards, Simone Hipfner, Raphaëlle Poulin, Olivia Talen","Encounter 003, Encounter 016, Encounter 026, Encounter 202, Encounter 008, Encounter 020, Encounter 103",Squash Team Competition Female,Northwest Territories,7
284,NT,Casey Tai,"Tie 03, Team Competition - 13th, Tie 07",Badminton Team Competition Mix,Northwest Territories,13
285,NT,"Jamie Cluff, Abby Webster, Mackenzie McDonald, Emma Carey, Regan Bulger, Layne Leonard, Kiah Vail, Taylor Catcher, Deanne Whenham, Emily Carroll, Kyra McDonald, Sarah Fleming, Katie Hart, Emma Wicks, Brooklyn Helyar, Chandelle Leonard, Leesha Setzer, Dakota Earle, Madelyne Minkoff","Game 03, Game 14, Game 28, Game 07, Game 20, 11th - 12th Position Game",Hockey Female,Northwest Territories,11
286,NT,"David Dragon, Nikhilesh Gohil, Conner McKay-Ivanko","Encounter 1D, Encounter 202, Encounter 3D, Encounter 208",Table Tennis Team Male,Northwest Territories,11
287,NT,,"Beam - 1, Uneven Bars - 1, Beam - 2, Uneven Bars - 2, Beam - 3, Uneven Bars - 3, Floor - 1, Vault - 1, Floor - 2, Vault - 2, Floor - 3, Vault - 3",Gymnastics Artistic - Team Event Female,Northwest Territories,11
288,NT,"Katie Genge, Bailey Johnston","Total of Round 1 and Round 2, Round 2, Round 1",Archery Compound - Team Mix,Northwest Territories,11
289,NT,"Tayla Minute, Ferghus Rutherford-Simon","Total of Round 1 and Round 2, Round 2, Round 1",Archery Recurve - Team Mix,Northwest Territories,10
290,NT,,"Encounter 1C, Encounter 204, Encounter 2C",Table Tennis Doubles Mix,Northwest Territories,11
291,NT,"Ethan Aumond, Tysen Almond, McKinley Talbot, Tyler Caines, Ethan Anstey, Kaden Beck, James MacCara, Anthony Duhamel, Liam Carroll, Alex Cordero, Jonah Bevington, Logan Cunningham, Liam Tereposky, Andrew Carr, Samuel Schofield, Devin Vogel, Matthew Gillard, Declan Munro, Carter McLeod, Sam Skinner","Game 01, Game 14, Game 25, Game 08, Game 19, 11th-12th Position Game",Hockey Male,Northwest Territories,11
292,NT,,"Encounter 1D, Encounter 201, Encounter 3D, Encounter 207",Table Tennis Doubles Male,Northwest Territories,11
293,NT,,,Judo Team Competition Male,Northwest Territories,
294,NT,,"Relay Heat 51A, Relay Final 53B",Speed Skating Short Track - Team Relay Male,Northwest Territories,7
295,NT-A,"Nicolas Bennett, Donny Boake, Ella Kokelj, Clair Littlefair",Race,Cross Country Skiing Relay Mix,Northwest Territories,9
296,NT-B,"Kea Furniss, Jack Kotaska, Jack Panayi, Rae Panayi",Race,Cross Country Skiing Relay Mix,Northwest Territories,18
297,NU,"Layla Demerah, Kimberly Hokanak","Encounter 3D, Encounter 207, Encounter 201",Table Tennis Doubles Female,Nunavut,9
298,NU,"Ryan Eegeesiak-MacIntosh, Chase Harron, Owen Angootealuk, Xzavier Kubluitok, Bradley MATTHEW NOWDLAK FRASER, Felix Uttak Choquette, Luke Ijiraq Kusugak, Qas Kaludjak, Israel Maktar, Deion Ipirq-Pearce, Keelan Buckler, Nahshon James Thomas, Garren Voisey, JOSIE COTE, Taukie Ipeelie, Inuuki Burke, Maxwell Joy, Kaj Magnus Sandbakken, Brayden Uluqsi, Kyle Mullins","Game 07, Game 16, Game 26, Game 13, Game 19, 11th-12th Position Game",Hockey Male,Nunavut,12
299,NU,,,Judo Team Competition Female,Nunavut,
300,NU,,,Speed Skating Short Track - Team Relay Male,Nunavut,
301,NU,"Caleb Bolt, Kyshton Kalai","Encounter 2D, Encounter 202, Encounter 208, Encounter 3D, Encounter 203",Table Tennis Doubles Male,Nunavut,10
302,NU,"Derrick Akeeagok, Lerena Ashevak, Sappa Cookie, Johnassie Iqaluq, Mike Kavik Kavik, Megan Kilabuk, Davidee Kudluarok, Shawna Kyak, Jane Nakashuk","Tie 05, Tie 13, Team Competition - 9th, Tie 10, Team Competition - 9th-12th (1)",Badminton Team Competition Mix,Nunavut,10
303,NU,"Mackenzie May Demerah, Daniel Niptanatiak","Encounter 1D, Encounter 209, Encounter 205",Table Tennis Doubles Mix,Nunavut,10
304,NU,"Caleb Bolt, Kyshton Kalai, Daniel Niptanatiak","Encounter 2D, Encounter 201, Encounter 209, Encounter 3D, Encounter 203",Table Tennis Team Male,Nunavut,10
305,NU,,,Judo Team Competition Male,Nunavut,
306,NU,"Layla Demerah, Mackenzie May Demerah, Kimberly Hokanak","Encounter 3D, Encounter 210, Encounter 202",Table Tennis Team Female,Nunavut,9
307,NU,,"Relay Heat 50A, Relay Final 52B",Speed Skating Short Track - Team Relay Female,Nunavut,8
308,O'Donoghue/Bauer,"Austin Bauer, Kyleigh O'Donoghue","MATCH 97, QF 04, Gold Medal Match - Mixed Doubles, MATCH 104, SF2 Mixed Doubles",Badminton Doubles Mix,Alberta,Gold
309,ON,"Dylan Deverill, Neel Ismail, Nikhil Ismail, Liam Marrison","Encounter 002, Encounter 020, Encounter 028, Gold Medal, Encounter 016, Encounter 024, Encounter 101",Squash Team Competition Male,Ontario,Gold
310,ON,"Erik Arruda, David Johnston","Routine 1, Final Routine, Routine 2",Gymnastics Trampoline - Synchro Male,Ontario,Bronze
311,ON,"Bailey Doerfler, Rachel Krapman, Anne Lee, Alexandria LeFort, Alyssandra Phoebe Manuel, Angelina McCristall, Alyssa Shimabukuro","Match 01, Match 09, Match 05",Judo Team Competition Female,Ontario,Bronze
312,ON,"Erik Arruda, David Johnston, Sophia Moiseev, Laura Ranieri","Female Routine, Male Routine",Gymnastics Trampoline - Team Mix,Ontario,5
313,ON,"Sebastian Champagne, Zak Jackson, Bennett Lai, Kitz Richards, Connor Rogerson","Relay Heat 51C, Relay Final 53B",Speed Skating Short Track - Team Relay Male,Ontario,6
314,ON,"Bella Croisier, Piper Croisier, Lauren Rajala, Jamie Smith","Draw 1 - Sheet 02, Draw 3 - Sheet 08, Draw 7 - Sheet 04, Draw 9 - Sheet 07, Draw 11 - Sheet 11, Semifinals (W 4 vs. 5) - Sheet 11, Draw 2 - Sheet 06, Draw 6 - Sheet 11, Draw 8 - Sheet 03, Draw 10 - Sheet 09, Draw 12 - Sheet 05, Gold Medal Game - Sheet 10",Curling Female,Ontario,Gold
315,ON,"Alexander Bu, Sabrina Chen, Sam Orend, David Xu","Encounter 2A, Encounter 214, Encounter 3A, Gold Medal",Table Tennis Doubles Mix,Ontario,Silver
316,ON,"Abbigail Bunn, Dustin Watson","Total of Round 1 and Round 2, Round 2, Round 1, Elimination 002",Archery Compound - Team Mix,Ontario,5
317,ON,"Ann Shiao, Jin Wu","Encounter 2A, Encounter 210, Encounter 3A, Gold Medal",Table Tennis Doubles Female,Ontario,Silver
318,ON,"Ryan Conklin-Bric, Nick Langlois, Owen Macumber, Daniel McCristall, Lasha Tsatsalashvili, Erik Vandersanden, Keagan Young","Match 02, Match 11, Match 06",Judo Team Competition Male,Ontario,Bronze
319,ON,"Danna Ballantyne, Dania El Sammak, Claudia Heeney, Sylvia Kolodziejczyk, Mika Sun","Relay Heat 50B, Relay Final 52A",Speed Skating Short Track - Team Relay Female,Ontario,4
320,ON,"Sabrina Chen, Ann Shiao, Jin Wu","Encounter 2A, Encounter 3, Gold Medal, Encounter 3A, Encounter 213",Table Tennis Team Female,Ontario,Silver
321,ON,"Ryli Vallière, Reece Wilson-Poyton","Total of Round 1 and Round 2, Round 2, Elimination 102, Round 1, Elimination 004, Elimination 201 - Bronze Medal",Archery Recurve - Team Mix,Ontario,Bronze
322,ON,"Alexa Annecca, Rachel Freitag, Sierra Johnson, Lily Weidemann",Finals,Speed Skating Long Track - Team Pursuit Female,Ontario,5
323,ON,"Alexis DiDomizio, Emma Milne, Hope Moxam, Hannah Scharf, Dahlia Solorzano-Caruso, Kiera Wai","Beam - 1, Uneven Bars - 1, Beam - 2, Uneven Bars - 2, Beam - 3, Uneven Bars - 3, Floor - 1, Vault - 1, Floor - 2, Vault - 2, Floor - 3, Vault - 3",Gymnastics Artistic - Team Event Female,Ontario,Silver
324,ON,"Zach Connelly, Troy Martel, Toby Quinn, Keegan Tremblay",Race,Biathlon 3 x 7.5 km Relay Male,Ontario,4
325,ON,"Patrick Leaver, Ethan Larmand, Brennan Othmann, Connor Lockhart, Mason McTavish, Shane Wright, Chase Stillman, Francesco Pinelli, Josh Bloom, Cole Patey, Jacob Holmes, Danny Zhilkin, Ethan Del Mastro, Ben Gaudreau, Isaac Enright, Brandt Clarke, Connor Punnett, Roman Schmidt, Justin O'Donnell, Liam Arnsby","Game 05, Game 21, Game 36, Game 11, Game 27, Gold Medal Game (W34 vs. W36)",Hockey Male,Ontario,Silver
326,ON,"Zoe Pekos, Hannah Skelton, Mac Turner, Natasia Varieur",Race,Biathlon 3 x 6 km Relay Female,Ontario,4
327,ON,"Vanessa Giancaterini, Lee Melymick, Adel Akhmed, Manni Hothi, Puisand Lai, Erik Robeznieks, Eric Voss, Michael Kilonzo, Joanne Lee, Zoe Hahn, Sara Black, Aaron McDonald","Game 01, Game 10, Game 19 (1A vs. 2B), Game 07, Game 15, Gold Medal Match (W19 vs. W20)",Wheelchair Basketball Mix,Ontario,Silver
328,ON,"Vincent Barbon, Daniel Del Conte, Samuel Guilbeault, Nyk Moore","Draw 1 - Sheet 03, Draw 3 - Sheet 09, Draw 7 - Sheet 05, Draw 9 - Sheet 06, Draw 11 - Sheet 10, Semi Finals (W3 vs. 6) - Sheet 10, Draw 2 - Sheet 07, Draw 5 - Sheet 11, Draw 8 - Sheet 02, Draw 10 - Sheet 08, Draw 12 - Sheet 04, Gold Medal Game - Sheet 11",Curling Male,Ontario,Silver
329,ON,"Sam Orend, David Xu","Encounter 1A, Encounter 209, Bronze Medal, Encounter 2A, Encounter 1A",Table Tennis Doubles Male,Ontario,Bronze
330,ON,"Noah Bouma, Max Brant, Gibby Himbeault, Matthew Laxton",Finals,Speed Skating Long Track - Team Pursuit Male,Ontario,Bronze
331,ON,"Rachel Chan, Jacqueline Cheung, Catherine Choi, Darren Choi, Stanley Feng, Colin Jia, Crystal Lai, Jonathan Lai, Victor Lai, Talia Ng","Tie 01, Tie 16 (A1 v. B3), Team Competition Bronze Medal Match, Tie 11, Tie 21 (W16 vs. W19)",Badminton Team Competition Mix,Ontario,Bronze
332,ON,"Alexa Hoskin, Madison Beishuizen, Scout Watkins Southward, Megan Carter, Darcie Lappan, Nicole Kelly, Kendall Cooper, Maggie McKee, Gabrielle Davidson Adams, Maggie MacEachern, Brianna Brooks, Nicole Gosling, Maddi Wheeler, Amanda Rampado, Kayle Osborne, Laura Cote, Ainsley Svetek, Teagan Grant, Lindsay Bochna, Julia Gosling","Game 05, Game 17, Game 30, Game 10, Game 22, Bronze Medal Game (L29 v L30)",Hockey Female,Ontario,4
333,ON,"Janna Griffioen, Jada Laliberte, Liza Roik, Emma Kelly, Sydney Dagenais, Tatum Allen, Maddie MacLean, Emily Power, Laura Soper, Rachael Pelisek, Claire Wyville, Kenzie Taylor, Liza Knill, Kaitlyn Mc Gillen, Lydia Duncan, Marta Matuszewski, Paige Miller, Abby Hahn","Game 15, Game 06, Game 18 (1st Pool B vs. W17), Gold Medal Game (W22 vs. W23), Game 12, Game 02, Game 22 (W20 vs. W18)",Ringette Female,Ontario,Silver
334,ON,"Molly Chadwick, Brianna Jefferson, Salma Mounir, Charlotte Orcutt","Encounter 001, Encounter 018, Encounter 101, Encounter 011, Encounter 024, Gold Medal",Squash Team Competition Female,Ontario,Gold
335,ON,"Alexander Bu, Sam Orend, David Xu","Encounter 1A, Encounter 210, Gold Medal, Encounter 2A, Encounter 214",Table Tennis Team Male,Ontario,Silver
336,ON,"Dorian Doan, Chris Kaji, David Sandro, Evgeny Siminiuc, Kenji Tamane, Elel Baker","Floor - A, P Bars - A, Rings - A, Floor - B, P Bars - B, Rings - B, H Bar - A, Pommel Horse - A, Vault - A, H Bar - B, Pommel Horse - B, Vault - B",Gymnastics Artistic - Team Event Male,Ontario,Gold
337,ON,"Xinya Calhoun, Renee Chan, Marissa Enns, Scarlett Finn, Emma Fox, Chloe Massey, Claire Scheffel, Emma Spott, Jade Warren, Maddie Whitten","Technical Routine, Free Routine, Technical Routine, Free Routine",Artistic Swimming Team Female,Ontario,Bronze
338,ON,"Sophia Moiseev, Laura Ranieri","Routine 1, Final Routine, Routine 2",Gymnastics Trampoline - Synchro Female,Ontario,8
339,ON-A,"Pierre Grall-Johnson, Shaylynn Loewen, Graham Ritchie, Heidi Stewart",Race,Cross Country Skiing Relay Mix,Ontario,5
340,ON-B,"Sarah Macintosh, Erik Schlyter, Anna Stewart, Malcolm Thompson",Race,Cross Country Skiing Relay Mix,Ontario,19
341,Ong/Redekop,"Madison Ong, Brandon Redekop",MATCH 87,Badminton Doubles Mix,Saskatchewan,17
