Main Category, Event Name, Event Day and Date, Event Time, Event Location, Event Participant Name, Event Participant Score
K-2 - 500m Male,Heat 2,"Thursday, August 10, 2017",10:48,Manitoba Canoe & Kayak Centre,YT,2:25.771
K-2 - 500m Male,Consolation Final,"Thursday, August 10, 2017",14:42,Manitoba Canoe & Kayak Centre,SK,1:37.849
K-2 - 500m Male,Consolation Final,"Thursday, August 10, 2017",14:42,Manitoba Canoe & Kayak Centre,AB,1:42.817
K-2 - 500m Male,Consolation Final,"Thursday, August 10, 2017",14:42,Manitoba Canoe & Kayak Centre,NB,1:38.471
K-2 - 500m Male,Consolation Final,"Thursday, August 10, 2017",14:42,Manitoba Canoe & Kayak Centre,YT,2:22.321
K-2 - 500m Male,Final,"Thursday, August 10, 2017",14:48,Manitoba Canoe & Kayak Centre,QC,1:32.377
K-2 - 500m Male,Final,"Thursday, August 10, 2017",14:48,Manitoba Canoe & Kayak Centre,ON,1:33.671
K-2 - 500m Male,Final,"Thursday, August 10, 2017",14:48,Manitoba Canoe & Kayak Centre,MB,1:37.257
K-2 - 500m Male,Final,"Thursday, August 10, 2017",14:48,Manitoba Canoe & Kayak Centre,NS,1:33.506
K-2 - 500m Male,Final,"Thursday, August 10, 2017",14:48,Manitoba Canoe & Kayak Centre,BC,1:35.807
K-2 - 1000m Female,Heat 1,"Monday, August 7, 2017",11:02,Manitoba Canoe & Kayak Centre,ON,4:01.380
K-2 - 1000m Female,Heat 1,"Monday, August 7, 2017",11:02,Manitoba Canoe & Kayak Centre,SK,4:22.840
K-2 - 1000m Female,Heat 1,"Monday, August 7, 2017",11:02,Manitoba Canoe & Kayak Centre,AB,4:15.090
K-2 - 1000m Female,Heat 1,"Monday, August 7, 2017",11:02,Manitoba Canoe & Kayak Centre,MB,4:23.840
K-2 - 1000m Female,Heat 2,"Monday, August 7, 2017",11:10,Manitoba Canoe & Kayak Centre,NS,4:15.760
K-2 - 1000m Female,Heat 2,"Monday, August 7, 2017",11:10,Manitoba Canoe & Kayak Centre,BC,4:32.540
K-2 - 1000m Female,Heat 2,"Monday, August 7, 2017",11:10,Manitoba Canoe & Kayak Centre,QC,4:19.010
K-2 - 1000m Female,Heat 2,"Monday, August 7, 2017",11:10,Manitoba Canoe & Kayak Centre,YT,5:03.250
K-2 - 1000m Female,Consolation Final,"Monday, August 7, 2017",15:02,Manitoba Canoe & Kayak Centre,MB,4:47.790
K-2 - 1000m Female,Consolation Final,"Monday, August 7, 2017",15:02,Manitoba Canoe & Kayak Centre,YT,5:20.880
K-2 - 1000m Female,Consolation Final,"Monday, August 7, 2017",15:02,Manitoba Canoe & Kayak Centre,BC,4:50.970
K-2 - 1000m Female,Final,"Monday, August 7, 2017",15:10,Manitoba Canoe & Kayak Centre,ON,4:04.670
K-2 - 1000m Female,Final,"Monday, August 7, 2017",15:10,Manitoba Canoe & Kayak Centre,AB,4:14.640
K-2 - 1000m Female,Final,"Monday, August 7, 2017",15:10,Manitoba Canoe & Kayak Centre,SK,4:41.190
K-2 - 1000m Female,Final,"Monday, August 7, 2017",15:10,Manitoba Canoe & Kayak Centre,NS,4:10.080
K-2 - 1000m Female,Final,"Monday, August 7, 2017",15:10,Manitoba Canoe & Kayak Centre,QC,4:15.490
K-2 - 1000m Male,Heat 1,"Monday, August 7, 2017",10:46,Manitoba Canoe & Kayak Centre,ON,3:39.470
K-2 - 1000m Male,Heat 1,"Monday, August 7, 2017",10:46,Manitoba Canoe & Kayak Centre,MB,3:45.570
K-2 - 1000m Male,Heat 1,"Monday, August 7, 2017",10:46,Manitoba Canoe & Kayak Centre,NB,4:00.910
K-2 - 1000m Male,Heat 1,"Monday, August 7, 2017",10:46,Manitoba Canoe & Kayak Centre,BC,3:44.120
K-2 - 1000m Male,Heat 1,"Monday, August 7, 2017",10:46,Manitoba Canoe & Kayak Centre,SK,3:49.160
K-2 - 1000m Male,Heat 2,"Monday, August 7, 2017",10:54,Manitoba Canoe & Kayak Centre,QC,3:37.790
K-2 - 1000m Male,Heat 2,"Monday, August 7, 2017",10:54,Manitoba Canoe & Kayak Centre,AB,4:08.490
K-2 - 1000m Male,Heat 2,"Monday, August 7, 2017",10:54,Manitoba Canoe & Kayak Centre,NS,3:49.960
K-2 - 1000m Male,Heat 2,"Monday, August 7, 2017",10:54,Manitoba Canoe & Kayak Centre,YT,5:12.860
K-2 - 1000m Male,Consolation Final,"Monday, August 7, 2017",14:46,Manitoba Canoe & Kayak Centre,SK,4:02.670
K-2 - 1000m Male,Consolation Final,"Monday, August 7, 2017",14:46,Manitoba Canoe & Kayak Centre,NB,4:13.690
K-2 - 1000m Male,Consolation Final,"Monday, August 7, 2017",14:46,Manitoba Canoe & Kayak Centre,AB,4:10.850
K-2 - 1000m Male,Consolation Final,"Monday, August 7, 2017",14:46,Manitoba Canoe & Kayak Centre,YT,5:29.860
K-2 - 1000m Male,Final,"Monday, August 7, 2017",14:54,Manitoba Canoe & Kayak Centre,NS,3:36.330
K-2 - 1000m Male,Final,"Monday, August 7, 2017",14:54,Manitoba Canoe & Kayak Centre,ON,3:40.230
K-2 - 1000m Male,Final,"Monday, August 7, 2017",14:54,Manitoba Canoe & Kayak Centre,MB,3:51.330
K-2 - 1000m Male,Final,"Monday, August 7, 2017",14:54,Manitoba Canoe & Kayak Centre,QC,3:37.530
K-2 - 1000m Male,Final,"Monday, August 7, 2017",14:54,Manitoba Canoe & Kayak Centre,BC,3:50.290
K-4 - 200m Female,Heat 1,"Thursday, August 10, 2017",09:40,Manitoba Canoe & Kayak Centre,ON,38.691
K-4 - 200m Female,Heat 1,"Thursday, August 10, 2017",09:40,Manitoba Canoe & Kayak Centre,SK,42.216
K-4 - 200m Female,Heat 1,"Thursday, August 10, 2017",09:40,Manitoba Canoe & Kayak Centre,AB,41.516
K-4 - 200m Female,Heat 1,"Thursday, August 10, 2017",09:40,Manitoba Canoe & Kayak Centre,YT,48.783
K-4 - 200m Female,Heat 2,"Thursday, August 10, 2017",09:45,Manitoba Canoe & Kayak Centre,NS,38.367
K-4 - 200m Female,Heat 2,"Thursday, August 10, 2017",09:45,Manitoba Canoe & Kayak Centre,BC,43.015
K-4 - 200m Female,Heat 2,"Thursday, August 10, 2017",09:45,Manitoba Canoe & Kayak Centre,QC,39.940
K-4 - 200m Female,Heat 2,"Thursday, August 10, 2017",09:45,Manitoba Canoe & Kayak Centre,MB,45.869
K-4 - 200m Female,Consolation Final,"Thursday, August 10, 2017",13:40,Manitoba Canoe & Kayak Centre,BC,42.375
K-4 - 200m Female,Consolation Final,"Thursday, August 10, 2017",13:40,Manitoba Canoe & Kayak Centre,YT,49.213
K-4 - 200m Female,Consolation Final,"Thursday, August 10, 2017",13:40,Manitoba Canoe & Kayak Centre,MB,44.973
K-4 - 200m Female,Final,"Thursday, August 10, 2017",13:45,Manitoba Canoe & Kayak Centre,NS,37.489
K-4 - 200m Female,Final,"Thursday, August 10, 2017",13:45,Manitoba Canoe & Kayak Centre,QC,39.241
K-4 - 200m Female,Final,"Thursday, August 10, 2017",13:45,Manitoba Canoe & Kayak Centre,SK,41.558
K-4 - 200m Female,Final,"Thursday, August 10, 2017",13:45,Manitoba Canoe & Kayak Centre,ON,37.731
K-4 - 200m Female,Final,"Thursday, August 10, 2017",13:45,Manitoba Canoe & Kayak Centre,AB,41.443
K-4 - 200m Male,Heat 1,"Friday, August 11, 2017",09:50,Manitoba Canoe & Kayak Centre,QC,33.452
K-4 - 200m Male,Heat 1,"Friday, August 11, 2017",09:50,Manitoba Canoe & Kayak Centre,NB,38.857
K-4 - 200m Male,Heat 1,"Friday, August 11, 2017",09:50,Manitoba Canoe & Kayak Centre,MB,34.947
K-4 - 200m Male,Heat 1,"Friday, August 11, 2017",09:50,Manitoba Canoe & Kayak Centre,AB,DNF
K-4 - 200m Male,Heat 2,"Friday, August 11, 2017",09:55,Manitoba Canoe & Kayak Centre,NS,33.249
K-4 - 200m Male,Heat 2,"Friday, August 11, 2017",09:55,Manitoba Canoe & Kayak Centre,SK,35.246
K-4 - 200m Male,Heat 2,"Friday, August 11, 2017",09:55,Manitoba Canoe & Kayak Centre,ON,35.038
K-4 - 200m Male,Heat 2,"Friday, August 11, 2017",09:55,Manitoba Canoe & Kayak Centre,BC,36.187
K-4 - 200m Male,Consolation Final,"Friday, August 11, 2017",11:50,Manitoba Canoe & Kayak Centre,BC,35.993
K-4 - 200m Male,Consolation Final,"Friday, August 11, 2017",11:50,Manitoba Canoe & Kayak Centre,NB,38.103
K-4 - 200m Male,Final,"Friday, August 11, 2017",11:55,Manitoba Canoe & Kayak Centre,QC,30.968
K-4 - 200m Male,Final,"Friday, August 11, 2017",11:55,Manitoba Canoe & Kayak Centre,MB,32.951
K-4 - 200m Male,Final,"Friday, August 11, 2017",11:55,Manitoba Canoe & Kayak Centre,SK,33.417
K-4 - 200m Male,Final,"Friday, August 11, 2017",11:55,Manitoba Canoe & Kayak Centre,NS,31.767
K-4 - 200m Male,Final,"Friday, August 11, 2017",11:55,Manitoba Canoe & Kayak Centre,ON,33.256
K-4 - 500m Female,Heat 1,"Thursday, August 10, 2017",10:54,Manitoba Canoe & Kayak Centre,ON,1:38.803
K-4 - 500m Female,Heat 1,"Thursday, August 10, 2017",10:54,Manitoba Canoe & Kayak Centre,SK,1:49.056
K-4 - 500m Female,Heat 1,"Thursday, August 10, 2017",10:54,Manitoba Canoe & Kayak Centre,AB,1:46.043
K-4 - 500m Female,Heat 1,"Thursday, August 10, 2017",10:54,Manitoba Canoe & Kayak Centre,MB,1:53.505
K-4 - 500m Female,Heat 2,"Thursday, August 10, 2017",11:00,Manitoba Canoe & Kayak Centre,NS,1:41.845
K-4 - 500m Female,Heat 2,"Thursday, August 10, 2017",11:00,Manitoba Canoe & Kayak Centre,BC,1:50.012
K-4 - 500m Female,Heat 2,"Thursday, August 10, 2017",11:00,Manitoba Canoe & Kayak Centre,QC,1:42.672
K-4 - 500m Female,Consolation Final,"Thursday, August 10, 2017",14:51,Manitoba Canoe & Kayak Centre,BC,1:51.710
K-4 - 500m Female,Consolation Final,"Thursday, August 10, 2017",14:51,Manitoba Canoe & Kayak Centre,MB,1:58.342
K-4 - 500m Female,Final,"Thursday, August 10, 2017",15:00,Manitoba Canoe & Kayak Centre,ON,1:37.792
K-4 - 500m Female,Final,"Thursday, August 10, 2017",15:00,Manitoba Canoe & Kayak Centre,QC,1:42.924
K-4 - 500m Female,Final,"Thursday, August 10, 2017",15:00,Manitoba Canoe & Kayak Centre,AB,DNF
K-4 - 500m Female,Final,"Thursday, August 10, 2017",15:00,Manitoba Canoe & Kayak Centre,NS,1:39.947
K-4 - 500m Female,Final,"Thursday, August 10, 2017",15:00,Manitoba Canoe & Kayak Centre,SK,1:52.707
K-4 - 1000m Male,Heat 1,"Tuesday, August 8, 2017",11:06,Manitoba Canoe & Kayak Centre,ON,3:14.230
K-4 - 1000m Male,Heat 1,"Tuesday, August 8, 2017",11:06,Manitoba Canoe & Kayak Centre,NB,3:32.050
K-4 - 1000m Male,Heat 1,"Tuesday, August 8, 2017",11:06,Manitoba Canoe & Kayak Centre,MB,3:16.550
K-4 - 1000m Male,Heat 1,"Tuesday, August 8, 2017",11:06,Manitoba Canoe & Kayak Centre,AB,3:46.510
K-4 - 1000m Male,Heat 2,"Tuesday, August 8, 2017",11:14,Manitoba Canoe & Kayak Centre,QC,3:09.470
K-4 - 1000m Male,Heat 2,"Tuesday, August 8, 2017",11:14,Manitoba Canoe & Kayak Centre,BC,3:13.570
K-4 - 1000m Male,Heat 2,"Tuesday, August 8, 2017",11:14,Manitoba Canoe & Kayak Centre,NS,3:11.340
K-4 - 1000m Male,Heat 2,"Tuesday, August 8, 2017",11:14,Manitoba Canoe & Kayak Centre,SK,3:14.790
K-4 - 1000m Male,Consolation Final,"Tuesday, August 8, 2017",15:06,Manitoba Canoe & Kayak Centre,SK,3:18.447
K-4 - 1000m Male,Consolation Final,"Tuesday, August 8, 2017",15:06,Manitoba Canoe & Kayak Centre,AB,3:51.030
K-4 - 1000m Male,Consolation Final,"Tuesday, August 8, 2017",15:06,Manitoba Canoe & Kayak Centre,NB,3:33.031
K-4 - 1000m Male,Final,"Tuesday, August 8, 2017",15:14,Manitoba Canoe & Kayak Centre,QC,3:00.471
K-4 - 1000m Male,Final,"Tuesday, August 8, 2017",15:14,Manitoba Canoe & Kayak Centre,ON,3:01.635
K-4 - 1000m Male,Final,"Tuesday, August 8, 2017",15:14,Manitoba Canoe & Kayak Centre,MB,3:13.078
K-4 - 1000m Male,Final,"Tuesday, August 8, 2017",15:14,Manitoba Canoe & Kayak Centre,NS,3:01.140
K-4 - 1000m Male,Final,"Tuesday, August 8, 2017",15:14,Manitoba Canoe & Kayak Centre,BC,3:12.265
